('192', '-', 'Hacksaw Ridge', '(2016) -', 'Starring:', 'Mel Gibson (dir.), Andrew Garfield, Sam Worthington', '8.07577232788367')
('193', '-', 'Sherlock Jr', '(1924) -', 'Starring:', 'Buster Keaton (dir.), Buster Keaton, Kathryn McGuire', '8.075303436406726')
('194', '-', 'Le salaire de la peur', '(1953) -', 'Starring:', 'Henri-Georges Clouzot (dir.), Yves Montand, Charles Vanel', '8.074194150520663')
('195', '-', 'How to Train Your Dragon', '(2010) -', 'Starring:', 'Dean DeBlois (dir.), Jay Baruchel, Gerard Butler', '8.074168004820187')
('196', '-', 'Barry Lyndon', '(1975) -', 'Starring:', "Stanley Kubrick (dir.), Ryan O'Neal, Marisa Berenson", '8.073904645208207')
('197', '-', 'Pather Panchali', '(1955) -', 'Starring:', 'Satyajit Ray (dir.), Kanu Bannerjee, Karuna Bannerjee', '8.073877963120417')
('198', '-', 'Salinui chueok', '(2003) -', 'Starring:', 'Bong Joon Ho (dir.), Kang-ho Song, Kim Sang-kyung', '8.073699045154461')
('199', '-', 'Det sjunde inseglet', '(1957) -', 'Starring:', 'Ingmar Bergman (dir.), Max von Sydow, Gunnar Björnstrand', '8.073137760544732')
('200', '-', 'Klaus', '(2019) -', 'Starring:', 'Sergio Pablos (dir.), Jason Schwartzman, J.K. Simmons', '8.072347154642134')
('201', '-', 'Mad Max: Fury Road', '(2015) -', 'Starring:', 'George Miller (dir.), Tom Hardy, Charlize Theron', '8.07172457137761')
('202', '-', 'The Big Lebowski', '(1998) -', 'Starring:', 'Joel Coen (dir.), Jeff Bridges, John Goodman', '8.071516250572714')
('203', '-', 'Relatos salvajes', '(2014) -', 'Starring:', 'Damián Szifron (dir.), Darío Grandinetti, María Marull', '8.070192744064466')
('204', '-', 'Monsters, Inc', '(2001) -', 'Starring:', 'Pete Docter (dir.), Billy Crystal, John Goodman', '8.068459786323459')
('205', '-', 'Mary and Max', '(2009) -', 'Starring:', 'Adam Elliot (dir.), Toni Collette, Philip Seymour Hoffman', '8.066296384179612')
('206', '-', 'Jaws', '(1975) -', 'Starring:', 'Steven Spielberg (dir.), Roy Scheider, Robert Shaw', '8.065696388256143')
('207', '-', "La passion de Jeanne d'Arc", '(1928) -', 'Starring:', 'Carl Theodor Dreyer (dir.), Maria Falconetti, Eugene Silvain', '8.062203402024814')
('208', '-', 'Hotel Rwanda', '(2004) -', 'Starring:', 'Terry George (dir.), Don Cheadle, Sophie Okonedo', '8.060399312152706')
('209', '-', 'Rocky', '(1976) -', 'Starring:', 'John G. Avildsen (dir.), Sylvester Stallone, Talia Shire', '8.058418051011328')
('210', '-', 'Dead Poets Society', '(1989) -', 'Starring:', 'Peter Weir (dir.), Robin Williams, Robert Sean Leonard', '8.057895033490924')
('211', '-', 'Tôkyô monogatari', '(1953) -', 'Starring:', 'Yasujirô Ozu (dir.), Chishû Ryû, Chieko Higashiyama', '8.057294759454434')
('212', '-', 'Platoon', '(1986) -', 'Starring:', 'Oliver Stone (dir.), Charlie Sheen, Tom Berenger', '8.055092071463818')
('213', '-', 'Ford v Ferrari', '(2019) -', 'Starring:', 'James Mangold (dir.), Matt Damon, Christian Bale', '8.052791088905586')
('214', '-', 'The Terminator', '(1984) -', 'Starring:', 'James Cameron (dir.), Arnold Schwarzenegger, Linda Hamilton', '8.052289416369687')
('215', '-', 'Stand by Me', '(1986) -', 'Starring:', 'Rob Reiner (dir.), Wil Wheaton, River Phoenix', '8.051559773122225')
('216', '-', 'Rush', '(2013) -', 'Starring:', 'Ron Howard (dir.), Daniel Brühl, Chris Hemsworth', '8.049002664234571')
('217', '-', 'Into the Wild', '(2007) -', 'Starring:', 'Sean Penn (dir.), Emile Hirsch, Vince Vaughn', '8.04757032982534')
('218', '-', 'Logan', '(2017) -', 'Starring:', 'James Mangold (dir.), Hugh Jackman, Patrick Stewart', '8.047103218163922')
('219', '-', 'The Wizard of Oz', '(1939) -', 'Starring:', 'Victor Fleming (dir.), Judy Garland, Frank Morgan', '8.046177889298008')
('220', '-', 'Spotlight', '(2015) -', 'Starring:', 'Tom McCarthy (dir.), Mark Ruffalo, Michael Keaton', '8.04471665025638')
('221', '-', 'Network', '(1976) -', 'Starring:', 'Sidney Lumet (dir.), Faye Dunaway, William Holden', '8.042764218491733')
('222', '-', 'Groundhog Day', '(1993) -', 'Starring:', 'Harold Ramis (dir.), Bill Murray, Andie MacDowell', '8.041146939008277')
('223', '-', 'Ratatouille', '(2007) -', 'Starring:', 'Brad Bird (dir.), Brad Garrett, Lou Romano', '8.03920622831819')
('224', '-', 'The Exorcist', '(1973) -', 'Starring:', 'William Friedkin (dir.), Ellen Burstyn, Max von Sydow', '8.037768146612633')
('225', '-', "Hachi: A Dog's Tale", '(2009) -', 'Starring:', 'Lasse Hallström (dir.), Richard Gere, Joan Allen', '8.035299651490764')
('226', '-', 'The Incredibles', '(2004) -', 'Starring:', 'Brad Bird (dir.), Craig T. Nelson, Samuel L. Jackson', '8.034944956664003')
('227', '-', 'Before Sunset', '(2004) -', 'Starring:', 'Richard Linklater (dir.), Ethan Hawke, Julie Delpy', '8.033533790402437')
('228', '-', 'The Best Years of Our Lives', '(1946) -', 'Starring:', 'William Wyler (dir.), Myrna Loy, Dana Andrews', '8.032480789587582')
('229', '-', 'Rebecca', '(1940) -', 'Starring:', 'Alfred Hitchcock (dir.), Laurence Olivier, Joan Fontaine', '8.030204731970814')
('230', '-', 'Dersu Uzala', '(1975) -', 'Starring:', 'Akira Kurosawa (dir.), Maksim Munzuk, Yuriy Solomin', '8.029909873359188')
('231', '-', 'Babam ve Oglum', '(2005) -', 'Starring:', 'Cagan Irmak (dir.), Eser Sariyar, Çetin Tekindor', '8.029714318947072')
('232', '-', 'Cool Hand Luke', '(1967) -', 'Starring:', 'Stuart Rosenberg (dir.), Paul Newman, George Kennedy', '8.028394295578819')
('233', '-', 'The Grapes of Wrath', '(1940) -', 'Starring:', 'John Ford (dir.), Henry Fonda, Jane Darwell', '8.027748198544469')
('234', '-', 'Pirates of the Caribbean: The Curse of the Black Pearl', '(2003) -', 'Starring:', 'Gore Verbinski (dir.), Johnny Depp, Geoffrey Rush', '8.02774334406606')
('235', '-', 'La battaglia di Algeri', '(1966) -', 'Starring:', 'Gillo Pontecorvo (dir.), Brahim Hadjadj, Jean Martin', '8.027676014163244')
('236', '-', 'To Be or Not to Be', '(1942) -', 'Starring:', 'Ernst Lubitsch (dir.), Carole Lombard, Jack Benny', '8.027458383420496')
('237', '-', 'Amores perros', '(2000) -', 'Starring:', 'Alejandro G. Iñárritu (dir.), Emilio Echevarría, Gael García Bernal', '8.026908690417836')
('238', '-', 'The Sound of Music', '(1965) -', 'Starring:', 'Robert Wise (dir.), Julie Andrews, Christopher Plummer', '8.023429144113901')
('239', '-', 'Life of Brian', '(1979) -', 'Starring:', 'Terry Jones (dir.), Graham Chapman, John Cleese', '8.021600244377527')
('240', '-', 'Les quatre cents coups', '(1959) -', 'Starring:', 'François Truffaut (dir.), Jean-Pierre Léaud, Albert Rémy', '8.021213317375256')
('241', '-', 'Persona', '(1966) -', 'Starring:', 'Ingmar Bergman (dir.), Bibi Andersson, Liv Ullmann', '8.021004051994261')
('242', '-', 'It Happened One Night', '(1934) -', 'Starring:', 'Frank Capra (dir.), Clark Gable, Claudette Colbert', '8.020433746501528')
('243', '-', 'La haine', '(1995) -', 'Starring:', 'Mathieu Kassovitz (dir.), Vincent Cassel, Hubert Koundé', '8.019982702952609')
('244', '-', 'Aladdin', '(1992) -', 'Starring:', 'Ron Clements (dir.), Scott Weinger, Robin Williams', '8.018050656348128')
('245', '-', 'Beauty and the Beast', '(1991) -', 'Starring:', "Gary Trousdale (dir.), Paige O'Hara, Robby Benson", '8.01638346290185')
('246', '-', 'Dune: Part One', '(2021) -', 'Starring:', 'Denis Villeneuve (dir.), Timothée Chalamet, Rebecca Ferguson', '8.01618274211569')
('247', '-', 'Gandhi', '(1982) -', 'Starring:', 'Richard Attenborough (dir.), Ben Kingsley, John Gielgud', '8.015116801034758')
('248', '-', 'The Help', '(2011) -', 'Starring:', 'Tate Taylor (dir.), Emma Stone, Viola Davis', '8.014295943515798')
('249', '-', 'Ah-ga-ssi', '(2016) -', 'Starring:', 'Park Chan-wook (dir.), Kim Min-hee, Ha Jung-woo', '8.012923862972032')
('250', '-', 'Dances with Wolves', '(1990) -', 'Starring:', 'Kevin Costner (dir.), Kevin Costner, Mary McDonnell', '8.008520618805955')
